,cim,count
3081,T628,32
3082,T629,55
3083,T630,278
3084,T631,49
3085,T632,16
3086,T633,0
3087,T634,1198
3088,T635,30
3089,T636,0
3090,T638,77
3091,T639,30
3092,T650,16
3093,T651,0
3094,T652,68
3095,T653,0
3096,T654,0
3097,T655,0
3098,T656,0
3099,T658,242
3100,T659,385
3101,T670,821
3102,T671,153
3103,T672,0
3104,T673,31
3105,T674,0
3106,T675,0
3107,T676,12
3108,T677,0
3109,T678,0
3110,T679,0
3111,T690,0
3112,T691,50
3113,T698,0
3114,T699,0
3115,T700,42
3116,T701,0
3117,T702,0
3118,T703,217
3119,T704,0
3120,T708,0
3121,T709,0
3122,T730,17
3123,T731,0
3124,T732,0
3125,T733,30
3126,T740,110
3127,T741,690
3128,T742,323
3129,T743,69
3130,T748,102
3131,T749,158
3132,T750,17
3133,T751,751
3134,T752,0
3135,T753,14
3136,T754,1462
3137,T758,0
3138,T780,742
3139,T781,1520
3140,T782,2248
3141,T783,4469
3142,T784,3629
3143,T788,63
3144,T790,28
3145,T791,0
3146,T792,151
3147,T793,951
3148,T794,503
3149,T795,49
3150,T796,14163
3151,T797,157
3152,T798,259
3153,T800,80
3154,T801,73
3155,T803,0
3156,T804,0
3157,T805,20
3158,T806,40
3159,T810,7119
3160,T811,176
3161,T815,196
3162,T816,17
3163,T817,264
3164,T820,715
3165,T821,2313
3166,T822,69
3167,T823,596
3168,T824,1641
3169,T825,5700
3170,T826,72
3171,T827,3268
3172,T830,1704
3173,T831,1600
3174,T832,107
3175,T833,1424
3176,T834,372
3177,T835,1029
3178,T836,158
3179,T840,26362
3180,T841,2351
3181,T842,891
3182,T843,316
3183,T844,1441
3184,T845,1958
3185,T846,844
3186,T847,671
3187,T850,392
3188,T851,312
3189,T852,1721
3190,T853,1805
3191,T854,1021
3192,T856,2488
3193,T857,1775
3194,T861,1803
3195,T862,332
3196,T863,55
3197,T864,240
3198,T869,11
3199,T870,75
3200,T871,0
3201,T872,0
3202,T873,185
3203,T874,1135
3204,T875,1041
3205,T876,853
3206,T882,88
3207,T883,19
3208,T884,63
3209,T885,156
3210,T886,905
3211,U049,36
3212,Z000,230
3213,Z001,13
3214,Z002,23
3215,Z003,17
3216,Z004,16
3217,Z005,1128
3218,Z006,2205
3219,Z008,103
3220,Z010,12
3221,Z011,66
3222,Z012,44
3223,Z013,51
3224,Z014,18
3225,Z015,27359
3226,Z016,475
3227,Z017,133
3228,Z018,1661
3229,Z019,283
3230,Z020,0
3231,Z022,36
3232,Z023,21
3233,Z025,24
3234,Z027,376
3235,Z028,108
3236,Z029,31
3237,Z030,298
3238,Z031,347
3239,Z032,143
3240,Z033,481
3241,Z034,122
3242,Z035,643
3243,Z036,284
3244,Z038,1393
3245,Z039,122
3246,Z040,12
3247,Z041,542
3248,Z042,0
3249,Z043,441
3250,Z044,117
3251,Z045,107
3252,Z046,16
3253,Z080,15552
3254,Z081,1147
3255,Z082,27710
3256,Z087,12574
3257,Z088,10732
3258,Z089,1861
3259,Z090,25023
3260,Z091,346
3261,Z092,69767
3262,Z093,8669
3263,Z094,109
3264,Z097,32530
3265,Z098,269293
3266,Z099,4607
3267,Z100,0
3268,Z102,0
3269,Z110,11
3270,Z111,25
3271,Z112,21
3272,Z113,0
3273,Z114,15
3274,Z115,0
3275,Z118,0
3276,Z119,0
3277,Z120,48
3278,Z121,1472
3279,Z122,44
3280,Z124,0
3281,Z125,47
3282,Z126,0
3283,Z128,110
3284,Z129,112
3285,Z130,53
3286,Z131,29
3287,Z132,0
3288,Z133,19
3289,Z134,135
3290,Z136,163
3291,Z137,52
3292,Z138,1312
3293,Z200,0
3294,Z201,127
3295,Z202,14
3296,Z203,0
3297,Z205,0
3298,Z206,254
3299,Z208,34
3300,Z209,0
3301,Z221,0
3302,Z223,43
3303,Z225,318
3304,Z228,0
3305,Z229,0
3306,Z232,0
3307,Z235,0
3308,Z238,100
3309,Z242,0
3310,Z243,0
3311,Z246,12
3312,Z251,0
3313,Z258,19
3314,Z268,33
3315,Z269,14
3316,Z270,0
3317,Z271,47
3318,Z272,30
3319,Z273,453
3320,Z274,15
3321,Z278,358
3322,Z279,112
3323,Z280,0
3324,Z290,147
3325,Z291,37264
3326,Z292,10423
3327,Z298,844
3328,Z299,36
3329,Z300,11
3330,Z301,1142
3331,Z302,39025
3332,Z303,0
3333,Z304,250
3334,Z305,5324
3335,Z308,413
3336,Z309,64
3337,Z310,96
3338,Z311,19
3339,Z312,59503
3340,Z313,1947
3341,Z314,1088
3342,Z315,0
3343,Z316,0
3344,Z318,1150
3345,Z319,0
3346,Z320,0
3347,Z321,21
3348,Z340,112
3349,Z348,85
3350,Z349,22
3351,Z350,66
3352,Z351,175
3353,Z352,596
3354,Z353,144
3355,Z354,185
3356,Z355,39
3357,Z356,67
3358,Z357,241
3359,Z358,18905
3360,Z359,1960
3361,Z360,740
3362,Z361,0
3363,Z362,157
3364,Z363,23
3365,Z364,57
3366,Z368,135
3367,Z369,0
3368,Z380,647845
3369,Z381,3211
3370,Z382,20
3371,Z383,11854
3372,Z384,44
3373,Z385,0
3374,Z386,64
3375,Z388,0
3376,Z391,333
3377,Z392,404
3378,Z400,164
3379,Z408,360
3380,Z409,0
3381,Z410,42
3382,Z411,51593
3383,Z412,930
3384,Z413,0
3385,Z420,5113
3386,Z421,23954
3387,Z422,5126
3388,Z423,1444
3389,Z424,1629
3390,Z428,530
3391,Z429,77
3392,Z430,1371
3393,Z431,7161
3394,Z432,6386
3395,Z433,6580
3396,Z434,1478
3397,Z435,446
3398,Z436,2536
3399,Z438,255
3400,Z440,0
3401,Z441,0
3402,Z442,30
3403,Z443,12
3404,Z448,260
3405,Z449,0
3406,Z450,20080
3407,Z451,8417
3408,Z452,119735
3409,Z453,569
3410,Z459,80
3411,Z460,0
3412,Z461,161
3413,Z462,4918
3414,Z463,106
3415,Z464,58
3416,Z465,1285
3417,Z466,15512
3418,Z467,1433
3419,Z468,10595
3420,Z470,124966
3421,Z479,71
3422,Z480,10490
3423,Z488,25317
3424,Z489,699
3425,Z490,20121
3426,Z491,4274206
3427,Z492,1904
3428,Z500,890
3429,Z501,2202
3430,Z502,56963
3431,Z503,6049
3432,Z504,32
3433,Z505,0
3434,Z506,430
3435,Z507,12
3436,Z508,5675
3437,Z509,190
3438,Z511,2568626
3439,Z512,622898
3440,Z513,28205
3441,Z514,8342
3442,Z515,93316
3443,Z516,8268
3444,Z520,574
3445,Z521,0
3446,Z522,0
3447,Z523,578
3448,Z524,933
3449,Z525,48
3450,Z526,63
3451,Z527,0
3452,Z529,21
3453,Z530,7026
3454,Z531,132
3455,Z532,1851
3456,Z538,5325
3457,Z539,550
3458,Z540,223
3459,Z541,0
3460,Z542,95
3461,Z544,31
3462,Z547,227
3463,Z548,64
3464,Z549,0
3465,Z551,0
3466,Z552,0
3467,Z553,0
3468,Z554,0
3469,Z558,0
3470,Z559,0
3471,Z560,0
3472,Z566,0
3473,Z567,0
3474,Z570,0
3475,Z571,0
3476,Z572,0
3477,Z573,0
3478,Z575,0
3479,Z579,0
3480,Z581,0
3481,Z588,0
3482,Z589,0
3483,Z590,449
3484,Z591,36
3485,Z592,0
3486,Z593,26
3487,Z594,52
3488,Z596,0
3489,Z597,17
3490,Z598,156
3491,Z599,283
3492,Z600,23
3493,Z601,82
3494,Z602,15
3495,Z604,42
3496,Z605,26
3497,Z608,541
3498,Z609,612
3499,Z610,0
3500,Z611,15
3501,Z612,0
3502,Z613,0
3503,Z614,111
3504,Z615,43
3505,Z616,204
3506,Z617,0
3507,Z618,11
3508,Z619,0
3509,Z620,21
3510,Z621,14
3511,Z622,11
3512,Z623,0
3513,Z624,11
3514,Z625,0
3515,Z626,0
3516,Z628,0
3517,Z629,0
3518,Z630,211
3519,Z631,166
3520,Z632,174
3521,Z633,195
3522,Z634,68
3523,Z635,27
3524,Z636,48
3525,Z637,88
3526,Z638,283
3527,Z639,57
3528,Z640,369
3529,Z641,0
3530,Z644,0
3531,Z650,0
3532,Z651,14
3533,Z652,0
3534,Z653,76
3535,Z654,0
3536,Z655,0
3537,Z658,187
3538,Z659,164
3539,Z700,0
3540,Z701,0
3541,Z710,0
3542,Z711,177
3543,Z712,43
3544,Z713,44974
3545,Z714,3155
3546,Z715,38
3547,Z716,0
3548,Z717,0
3549,Z718,363
3550,Z720,0
3551,Z721,23
3552,Z723,250
3553,Z724,20
3554,Z725,0
3555,Z726,0
3556,Z728,29
3557,Z729,0
3558,Z730,119
3559,Z731,0
3560,Z733,31
3561,Z734,0
3562,Z735,0
3563,Z736,0
3564,Z738,36
3565,Z740,540
3566,Z741,1462
3567,Z742,12321
3568,Z743,597
3569,Z748,982
3570,Z749,398
3571,Z750,138
3572,Z751,2408
3573,Z752,373
3574,Z753,49
3575,Z754,95
3576,Z755,136
3577,Z759,20
3578,Z760,0
3579,Z761,49
3580,Z762,10440
3581,Z763,546
3582,Z764,20
3583,Z765,23
3584,Z769,0
3585,Z801,11
3586,Z803,36
3587,Z804,88
3588,Z805,0
3589,Z807,0
3590,Z809,143
3591,Z810,0
3592,Z811,0
3593,Z812,0
3594,Z813,0
3595,Z818,11
3596,Z820,51
3597,Z822,0
3598,Z823,21
3599,Z824,544
3600,Z825,0
3601,Z826,0
3602,Z827,22
3603,Z828,0
3604,Z830,66
3605,Z831,0
3606,Z832,0
3607,Z833,11
3608,Z834,46
3609,Z836,0
3610,Z840,0
3611,Z841,0
3612,Z843,0
3613,Z851,371
3614,Z853,450
3615,Z854,169
3616,Z855,482
3617,Z856,14
3618,Z857,160
3619,Z859,84
3620,Z861,232
3621,Z862,95
3622,Z863,215
3623,Z864,11
3624,Z865,59
3625,Z872,56
3626,Z873,208
3627,Z875,74
3628,Z876,382
3629,Z877,94
3630,Z880,572
3631,Z881,107
3632,Z882,0
3633,Z884,50
3634,Z886,69
3635,Z887,30
3636,Z888,250
3637,Z889,190
3638,Z890,13
3639,Z891,0
3640,Z894,0
3641,Z895,0
3642,Z896,0
3643,Z897,0
3644,Z898,0
3645,Z900,14
3646,Z901,68
3647,Z902,0
3648,Z903,45
3649,Z904,37
3650,Z905,48
3651,Z906,0
3652,Z907,38
3653,Z908,0
3654,Z910,137
3655,Z911,180
3656,Z912,0
3657,Z914,0
3658,Z916,0
3659,Z918,0
3660,Z921,505
3661,Z922,21
3662,Z923,12
3663,Z924,94
3664,Z926,17
3665,Z928,0
3666,Z930,52
3667,Z931,193
3668,Z932,143
3669,Z933,123
3670,Z934,26
3671,Z935,0
3672,Z936,34
3673,Z938,0
3674,Z940,22724
3675,Z941,9110
3676,Z942,6871
3677,Z943,539
3678,Z944,4089
3679,Z945,642
3680,Z946,36
3681,Z947,281
3682,Z950,950
3683,Z951,593
3684,Z952,885
3685,Z953,256
3686,Z954,101
3687,Z955,2015
3688,Z959,14
3689,Z960,17
3690,Z961,41
3691,Z962,39
3692,Z963,0
3693,Z964,60
3694,Z965,0
3695,Z966,43
3696,Z967,17
3697,Z968,36
3698,Z970,0
3699,Z971,0
3700,Z972,0
3701,Z973,0
3702,Z974,0
3703,Z975,51
3704,Z978,51
3705,Z980,110
3706,Z981,17
3707,Z982,15
3708,Z988,75
3709,Z991,11
3710,Z992,46
3711,Z993,0
3712,Z994,158
3713,Z998,38
